rho_r_over_a,pressure_hom_MPa,pressure_fgm_MPa,pressure_hom_GPa,pressure_fgm_GPa
0,11669.9901323666,5904.13263755258,11.6699901323666,5.90413263755258
0.00200400801603206,11669.9666987221,5904.11488964992,11.6699666987221,5.90411488964992
0.00400801603206413,11669.8963975061,5904.06164583437,11.6698963975061,5.90406164583437
0.00601202404809619,11669.7792278717,5903.97290578327,11.6697792278717,5.90397290578327
0.00801603206412826,11669.6151884071,5903.84866895879,11.6696151884071,5.90384866895879
0.0100200400801603,11669.4042771358,5903.68893460797,11.6694042771358,5.90368893460797
0.0120240480961924,11669.1464915161,5903.49370176262,11.6691464915161,5.90349370176262
0.0140280561122244,11668.8418284415,5903.26296923933,11.6688418284415,5.90326296923933
0.0160320641282565,11668.4902842401,5902.99673563937,11.6684902842401,5.90299673563937
0.0180360721442886,11668.0918546745,5902.69499934861,11.6680918546745,5.90269499934861
0.0200400801603206,11667.6465349416,5902.35775853749,11.6676465349416,5.90235775853749
0.0220440881763527,11667.154319672,5901.98501116088,11.667154319672,5.90198501116088
0.0240480961923848,11666.6152029304,5901.57675495801,11.6666152029304,5.90157675495801
0.0260521042084168,11666.0291782142,5901.13298745233,11.6660291782142,5.90113298745233
0.0280561122244489,11665.3962384542,5900.65370595139,11.6653962384542,5.90065370595139
0.030060120240481,11664.7163760133,5900.13890754672,11.6647163760133,5.90013890754672
0.032064128256513,11663.9895826866,5899.58858911368,11.6639895826866,5.89958858911368
0.0340681362725451,11663.2158497005,5899.00274731129,11.6632158497005,5.89900274731129
0.0360721442885772,11662.3951677126,5898.38137858206,11.6623951677126,5.89838137858206
0.0380761523046092,11661.5275268106,5897.72447915183,11.6615275268106,5.89772447915183
0.0400801603206413,11660.6129165123,5897.03204502957,11.6606129165123,5.89703204502958
0.0420841683366733,11659.6513257644,5896.30407200718,11.6596513257644,5.89630407200718
0.0440881763527054,11658.6427429424,5895.54055565925,11.6586427429424,5.89554055565925
0.0460921843687375,11657.5871558494,5894.74149134288,11.6575871558494,5.89474149134288
0.0480961923847695,11656.4845517154,5893.90687419744,11.6564845517154,5.89390687419744
0.0501002004008016,11655.334917197,5893.03669914428,11.655334917197,5.89303669914428
0.0521042084168337,11654.1382383761,5892.13096088652,11.6541382383761,5.89213096088652
0.0541082164328657,11652.8945007592,5891.18965390878,11.6528945007592,5.89118965390878
0.0561122244488978,11651.6036892765,5890.21277247684,11.6516036892765,5.89021277247684
0.0581162324649299,11650.2657882813,5889.20031063744,11.6502657882813,5.88920031063744
0.0601202404809619,11648.8807815485,5888.15226221791,11.6488807815485,5.88815226221791
0.062124248496994,11647.4486522739,5887.06862082589,11.6474486522739,5.88706862082589
0.064128256513026,11645.9693830733,5885.94937984898,11.6459693830733,5.88594937984898
0.0661322645290581,11644.4429559812,5884.79453245443,11.6444429559812,5.88479453245443
0.0681362725450902,11642.8693524499,5883.60407158877,11.6428693524499,5.88360407158877
0.0701402805611222,11641.2485533481,5882.37798997749,11.6412485533481,5.88237798997749
0.0721442885771543,11639.58053896,5881.11628012459,11.63958053896,5.88111628012459
0.0741482965931864,11637.865288984,5879.81893431228,11.637865288984,5.87981893431228
0.0761523046092184,11636.1027825316,5878.48594460055,11.6361027825316,5.87848594460055
0.0781563126252505,11634.2929981256,5877.11730282677,11.6342929981256,5.87711730282677
0.0801603206412826,11632.4359136995,5875.71300060526,11.6324359136995,5.87571300060526
0.0821643286573146,11630.5315065957,5874.27302932688,11.6305315065957,5.87427302932688
0.0841683366733467,11628.579753564,5872.79738015855,11.628579753564,5.87279738015855
0.0861723446893788,11626.5806307606,5871.28604404288,11.6265806307606,5.87128604404288
0.0881763527054108,11624.5341137464,5869.73901169759,11.6245341137464,5.86973901169759
0.0901803607214429,11622.4401774853,5868.15627361514,11.6224401774853,5.86815627361514
0.0921843687374749,11620.2987963431,5866.53782006216,11.6202987963431,5.86653782006216
0.094188376753507,11618.1099440854,5864.883641079,11.6181099440854,5.864883641079
0.0961923847695391,11615.8735938764,5863.19372647919,11.6158735938764,5.86319372647919
0.0981963927855711,11613.589718277,5861.46806584893,11.613589718277,5.86146806584893
0.100200400801603,11611.2582892433,5859.70664854653,11.6112582892433,5.85970664854653
0.102204408817635,11608.8792781245,5857.90946370188,11.6088792781245,5.85790946370188
0.104208416833667,11606.4526556615,5856.07650021587,11.6064526556615,5.85607650021587
0.106212424849699,11603.9783919849,5854.20774675983,11.6039783919849,5.85420774675983
0.108216432865731,11601.456456613,5852.30319177492,11.601456456613,5.85230319177492
0.110220440881764,11598.8868184503,5850.36282347156,11.5988868184503,5.85036282347156
0.112224448897796,11596.269445785,5848.38662982878,11.596269445785,5.84838662982878
0.114228456913828,11593.6043062876,5846.37459859361,11.5936043062876,5.84637459859361
0.11623246492986,11590.8913670084,5844.32671728044,11.5908913670084,5.84432671728044
0.118236472945892,11588.1305943756,5842.24297317037,11.5881305943756,5.84224297317037
0.120240480961924,11585.3219541934,5840.12335331053,11.5853219541934,5.84012335331053
0.122244488977956,11582.4654116394,5837.96784451342,11.5824654116394,5.83796784451342
0.124248496993988,11579.5609312628,5835.77643335618,11.5795609312628,5.83577643335618
0.12625250501002,11576.6084769818,5833.54910617992,11.5766084769818,5.83354910617992
0.128256513026052,11573.6080120817,5831.28584908901,11.5736080120817,5.83128584908901
0.130260521042084,11570.5594992123,5828.98664795028,11.5705594992123,5.82898664795028
0.132264529058116,11567.4629003857,5826.65148839235,11.5674629003857,5.82665148839235
0.134268537074148,11564.3181769737,5824.2803558048,11.5643181769737,5.8242803558048
0.13627254509018,11561.1252897053,5821.87323533747,11.5611252897053,5.82187323533747
0.138276553106212,11557.8841986645,5819.43011189959,11.5578841986645,5.81943011189959
0.140280561122244,11554.5948632875,5816.95097015903,11.5545948632875,5.81695097015903
0.142284569138277,11551.2572423601,5814.43579454146,11.5512572423601,5.81443579454146
0.144288577154309,11547.8712940152,5811.88456922954,11.5478712940152,5.81188456922954
0.146292585170341,11544.4369757299,5809.29727816203,11.5444369757299,5.80929727816203
0.148296593186373,11540.9542443229,5806.67390503297,11.5409542443229,5.80667390503297
0.150300601202405,11537.4230559517,5804.01443329079,11.5374230559517,5.80401443329079
0.152304609218437,11533.8433661097,5801.31884613741,11.5338433661097,5.80131884613741
0.154308617234469,11530.2151296234,5798.58712652735,11.5302151296234,5.79858712652735
0.156312625250501,11526.5383006493,5795.81925716677,11.5265383006493,5.79581925716677
0.158316633266533,11522.8128326711,5793.0152205126,11.5228128326711,5.7930152205126
0.160320641282565,11519.0386784966,5790.17499877153,11.5190386784966,5.79017499877153
0.162324649298597,11515.2157902546,5787.29857389906,11.5152157902546,5.78729857389906
0.164328657314629,11511.3441193916,5784.38592759854,11.5113441193916,5.78438592759854
0.166332665330661,11507.423616669,5781.43704132013,11.507423616669,5.78143704132013
0.168336673346693,11503.4542321594,5778.45189625981,11.5034542321594,5.77845189625981
0.170340681362725,11499.4359152437,5775.43047335835,11.4994359152437,5.77543047335835
0.172344689378758,11495.3686146076,5772.37275330025,11.4953686146076,5.77237275330025
0.17434869739479,11491.2522782379,5769.27871651269,11.4912522782379,5.76927871651269
0.176352705410822,11487.0868534197,5766.14834316444,11.4870868534197,5.76614834316444
0.178356713426854,11482.8722867322,5762.98161316477,11.4828722867322,5.76298161316477
0.180360721442886,11478.6085240456,5759.77850616234,11.4786085240456,5.75977850616234
0.182364729458918,11474.2955105174,5756.53900154404,11.4742955105174,5.75653900154404
0.18436873747495,11469.9331905885,5753.26307843389,11.4699331905885,5.75326307843389
0.186372745490982,11465.5215079796,5749.95071569184,11.4655215079796,5.74995071569184
0.188376753507014,11461.0604056875,5746.60189191259,11.4610604056875,5.74660189191259
0.190380761523046,11456.5498259811,5743.21658542441,11.4565498259811,5.74321658542441
0.192384769539078,11451.9897103977,5739.7947742879,11.4519897103977,5.7397947742879
0.19438877755511,11447.3799997387,5736.33643629476,11.4473799997387,5.73633643629476
0.196392785571142,11442.7206340659,5732.84154896655,11.4427206340659,5.73284154896655
0.198396793587174,11438.0115526971,5729.31008955339,11.4380115526971,5.72931008955339
0.200400801603206,11433.2526942023,5725.74203503271,11.4332526942023,5.72574203503271
0.202404809619238,11428.4439963991,5722.13736210787,11.4284439963991,5.72213736210787
0.204408817635271,11423.5853963488,5718.49604720692,11.4235853963488,5.71849604720692
0.206412825651303,11418.6768303518,5714.81806648118,11.4186768303518,5.71481806648118
0.208416833667335,11413.7182339432,5711.10339580391,11.4137182339432,5.71110339580391
0.210420841683367,11408.7095418885,5707.3520107689,11.4087095418885,5.7073520107689
0.212424849699399,11403.650688179,5703.56388668909,11.403650688179,5.70356388668909
0.214428857715431,11398.541606027,5699.73899859511,11.398541606027,5.69973899859511
0.216432865731463,11393.3822278613,5695.87732123385,11.3933822278613,5.69587732123385
0.218436873747495,11388.1724853227,5691.97882906702,11.3881724853227,5.69197882906702
0.220440881763527,11382.9123092587,5688.04349626959,11.3829123092587,5.68804349626959
0.222444889779559,11377.6016297188,5684.07129672837,11.3776016297188,5.68407129672836
0.224448897795591,11372.2403759498,5680.06220404038,11.3722403759498,5.68006220404038
0.226452905811623,11366.8284763905,5676.01619151141,11.3668284763905,5.67601619151141
0.228456913827655,11361.3658586666,5671.93323215434,11.3613658586666,5.67193323215433
0.230460921843687,11355.8524495859,5667.81329868761,11.3558524495859,5.66781329868761
0.232464929859719,11350.2881751325,5663.65636353359,11.3502881751325,5.66365636353359
0.234468937875752,11344.6729604619,5659.46239881692,11.3446729604619,5.65946239881692
0.236472945891784,11339.0067298955,5655.23137636288,11.3390067298955,5.65523137636288
0.238476953907816,11333.2894069149,5650.96326769568,11.3332894069149,5.65096326769568
0.240480961923848,11327.5209141568,5646.65804403674,11.3275209141568,5.64665804403674
0.24248496993988,11321.7011734071,5642.315676303,11.3217011734071,5.642315676303
0.244488977955912,11315.830105595,5637.93613510512,11.315830105595,5.63793613510512
0.246492985971944,11309.9076307877,5633.51939074572,11.3099076307877,5.63351939074572
0.248496993987976,11303.933668184,5629.0654132176,11.303933668184,5.6290654132176
0.250501002004008,11297.9081361088,5624.57417220185,11.2979081361088,5.62457417220185
0.25250501002004,11291.8309520069,5620.04563706605,11.2918309520069,5.62004563706606
0.254509018036072,11285.7020324366,5615.47977686238,11.2857020324366,5.61547977686238
0.256513026052104,11279.5212930639,5610.8765603257,11.2795212930639,5.6108765603257
0.258517034068136,11273.288648656,5606.23595587161,11.273288648656,5.60623595587161
0.260521042084168,11267.004013075,5601.55793159454,11.267004013075,5.60155793159454
0.2625250501002,11260.6672992711,5596.84245526573,11.2606672992711,5.59684245526573
0.264529058116232,11254.2784192767,5592.08949433121,11.2542784192767,5.59208949433121
0.266533066132265,11247.8372841989,5587.2990159098,11.2478372841989,5.5872990159098
0.268537074148297,11241.3438042135,5582.47098679102,11.2413438042135,5.58247098679101
0.270541082164329,11234.7978885577,5577.60537343299,11.2347978885577,5.57760537343299
0.272545090180361,11228.1994455232,5572.70214196036,11.2281994455232,5.57270214196036
0.274549098196393,11221.5483824493,5567.76125816208,11.2215483824493,5.56776125816208
0.276553106212425,11214.8446057156,5562.78268748929,11.2148446057156,5.56278268748929
0.278557114228457,11208.088020735,5557.76639505309,11.208088020735,5.55776639505309
0.280561122244489,11201.278531946,5552.71234562227,11.201278531946,5.55271234562227
0.282565130260521,11194.4160428055,5547.62050362111,11.1944160428055,5.54762050362111
0.284569138276553,11187.5004557811,5542.49083312702,11.1875004557811,5.54249083312702
0.286573146292585,11180.5316723437,5537.32329786825,11.1805316723437,5.53732329786825
0.288577154308617,11173.5095929594,5532.1178612215,11.1735095929594,5.5321178612215
0.290581162324649,11166.4341170817,5526.87448620956,11.1664341170817,5.52687448620956
0.292585170340681,11159.3051431437,5521.59313549886,11.1593051431437,5.52159313549886
0.294589178356713,11152.1225685497,5516.27377139701,11.1521225685497,5.51627377139701
0.296593186372746,11144.8862896673,5510.91635585033,11.1448862896673,5.51091635585033
0.298597194388778,11137.5962018188,5505.52085044134,11.1375962018188,5.50552085044134
0.30060120240481,11130.2521992729,5500.08721638615,11.1302521992729,5.50008721638615
0.302605210420842,11122.854175236,5494.61541453192,11.122854175236,5.49461541453192
0.304609218436874,11115.4020218437,5489.10540535419,11.1154020218437,5.48910540535419
0.306613226452906,11107.8956301518,5483.55714895426,11.1078956301518,5.48355714895426
0.308617234468938,11100.3348901274,5477.97060505647,11.1003348901274,5.47797060505647
0.31062124248497,11092.7196906399,5472.34573300544,11.0927196906399,5.47234573300544
0.312625250501002,11085.0499194518,5466.68249176337,11.0850499194518,5.46668249176337
0.314629258517034,11077.3254632091,5460.98083990714,11.0773254632091,5.46098083990714
0.316633266533066,11069.5462074323,5455.24073562555,11.0695462074323,5.45524073562555
0.318637274549098,11061.7120365065,5449.46213671636,11.0617120365065,5.44946213671636
0.32064128256513,11053.8228336717,5443.64500058341,11.0538228336717,5.44364500058341
0.322645290581162,11045.8784810131,5437.78928423365,11.0458784810131,5.43778928423365
0.324649298597194,11037.8788594508,5431.89494427414,11.0378788594508,5.43189494427414
0.326653306613226,11029.8238487299,5425.96193690896,11.0298238487299,5.42596193690896
0.328657314629259,11021.7133274099,5419.99021793618,11.0217133274099,5.41999021793618
0.330661322645291,11013.5471728546,5413.97974274472,11.0135471728546,5.41397974274472
0.332665330661323,11005.3252612215,5407.93046631113,11.0053252612215,5.40793046631113
0.334669338677355,10997.0474674507,5401.84234319645,10.9970474674507,5.40184234319645
0.336673346693387,10988.7136652541,5395.7153275429,10.9887136652541,5.3957153275429
0.338677354709419,10980.3237271046,5389.54937307057,10.9803237271046,5.38954937307057
0.340681362725451,10971.8775242246,5383.34443307412,10.9718775242246,5.38334443307412
0.342685370741483,10963.3749265749,5377.10046041934,10.9633749265749,5.37710046041934
0.344689378757515,10954.8158028428,5370.81740753973,10.9548158028428,5.37081740753973
0.346693386773547,10946.2000204305,5364.49522643301,10.9462000204305,5.36449522643301
0.348697394789579,10937.5274454434,5358.13386865757,10.9375274454434,5.35813386865757
0.350701402805611,10928.7979426777,5351.73328532891,10.9287979426777,5.35173328532891
0.352705410821643,10920.0113756087,5345.29342711598,10.9200113756087,5.34529342711598
0.354709418837675,10911.1676063777,5338.81424423751,10.9111676063777,5.33881424423751
0.356713426853707,10902.2664957798,5332.29568645826,10.9022664957798,5.33229568645826
0.35871743486974,10893.3079032513,5325.73770308524,10.8933079032513,5.32573770308524
0.360721442885772,10884.2916868562,5319.14024296389,10.8842916868562,5.31914024296389
0.362725450901804,10875.2177032735,5312.50325447414,10.8752177032735,5.31250325447414
0.364729458917836,10866.0858077836,5305.8266855265,10.8660858077836,5.3058266855265
0.366733466933868,10856.8958542548,5299.11048355805,10.8568958542548,5.29911048355805
0.3687374749499,10847.6476951295,5292.35459552834,10.8476476951295,5.29235459552834
0.370741482965932,10838.3411814105,5285.55896791534,10.8383411814105,5.28555896791534
0.372745490981964,10828.9761626464,5278.72354671121,10.8289761626464,5.27872354671121
0.374749498997996,10819.5524869177,5271.8482774181,10.8195524869177,5.2718482774181
0.376753507014028,10810.0700008217,5264.93310504383,10.8100700008217,5.26493310504383
0.37875751503006,10800.5285494581,5257.97797409756,10.8005285494581,5.25797797409756
0.380761523046092,10790.9279764137,5250.98282858536,10.7909279764137,5.25098282858536
0.382765531062124,10781.2681237475,5243.94761200571,10.7812681237475,5.24394761200571
0.384769539078156,10771.5488319748,5236.87226734502,10.7715488319748,5.23687226734502
0.386773547094188,10761.7699400514,5229.75673707295,10.7617699400514,5.22975673707295
0.38877755511022,10751.9312853584,5222.6009631378,10.7519312853584,5.2226009631378
0.390781563126253,10742.032703685,5215.40488696171,10.742032703685,5.21540488696171
0.392785571142285,10732.0740292128,5208.1684494359,10.7320740292128,5.2081684494359
0.394789579158317,10722.0550944988,5200.89159091577,10.7220550944988,5.20089159091577
0.396793587174349,10711.9757304582,5193.57425121595,10.7119757304582,5.19357425121595
0.398797595190381,10701.8357663477,5186.2163696053,10.7018357663477,5.1862163696053
0.400801603206413,10691.6350297477,5178.81788480178,10.6916350297477,5.17881788480178
0.402805611222445,10681.3733465447,5171.37873496733,10.6813733465447,5.17137873496733
0.404809619238477,10671.0505409129,5163.8988577026,10.6710505409129,5.1638988577026
0.406813627254509,10660.6664352964,5156.37819004162,10.6606664352964,5.15637819004162
0.408817635270541,10650.2208503903,5148.81666844644,10.6502208503903,5.14881666844644
0.410821643286573,10639.713605122,5141.21422880163,10.639713605122,5.14121422880163
0.412825651302605,10629.1445166318,5133.57080640873,10.6291445166318,5.13357080640873
0.414829659318637,10618.5134002536,5125.88633598061,10.6185134002536,5.12588633598061
0.416833667334669,10607.8200694951,5118.16075163576,10.6078200694951,5.11816075163576
0.418837675350701,10597.0643360177,5110.39398689244,10.5970643360177,5.11039398689244
0.420841683366733,10586.2460096159,5102.58597466286,10.5862460096159,5.10258597466286
0.422845691382766,10575.3648981968,5094.73664724715,10.5753648981968,5.09473664724715
0.424849699398798,10564.4208077592,5086.84593632729,10.5644208077592,5.08684593632729
0.42685370741483,10553.4135423716,5078.91377296095,10.5534135423716,5.07891377296095
0.428857715430862,10542.3429041512,5070.94008757527,10.5423429041512,5.07094008757527
0.430861723446894,10531.2086932411,5062.92480996048,10.5312086932411,5.06292480996048
0.432865731462926,10520.0107077884,5054.86786926345,10.5200107077884,5.05486786926345
0.434869739478958,10508.7487439211,5046.76919398117,10.5087487439211,5.04676919398117
0.43687374749499,10497.4225957252,5038.62871195409,10.4974225957252,5.03862871195409
0.438877755511022,10486.0320552207,5030.44635035941,10.4860320552207,5.03044635035941
0.440881763527054,10474.5769123381,5022.22203570419,10.4745769123381,5.02222203570419
0.442885771543086,10463.0569548938,5013.95569381841,10.4630569548938,5.01395569381841
0.444889779559118,10451.4719685656,5005.64724984795,10.4514719685656,5.00564724984795
0.44689378757515,10439.8217368675,4997.29662824737,10.4398217368675,4.99729662824737
0.448897795591182,10428.1060411239,4988.90375277265,10.4281060411239,4.98890375277265
0.450901803607214,10416.324660444,4980.46854647384,10.416324660444,4.98046854647384
0.452905811623247,10404.4773716953,4971.99093168748,10.4044773716953,4.97199093168748
0.454909819639279,10392.5639494766,4963.47083002902,10.3925639494766,4.96347083002902
0.456913827655311,10380.584166091,4954.90816238509,10.380584166091,4.95490816238509
0.458917835671343,10368.5377915178,4946.30284890559,10.3685377915178,4.94630284890559
0.460921843687375,10356.4245933846,4937.65480899575,10.3564245933846,4.93765480899575
0.462925851703407,10344.2443369387,4928.96396130796,10.3442443369387,4.92896396130796
0.464929859719439,10331.9967850174,4920.23022373357,10.3319967850174,4.92023022373357
0.466933867735471,10319.6816980189,4911.45351339449,10.3196816980189,4.91145351339449
0.468937875751503,10307.2988338721,4902.63374663469,10.3072988338721,4.90263374663469
0.470941883767535,10294.8479480054,4893.77083901156,10.2948479480054,4.89377083901156
0.472945891783567,10282.328793316,4884.86470528709,10.282328793316,4.88486470528709
0.474949899799599,10269.7411201382,4875.91525941898,10.2697411201382,4.87591525941898
0.476953907815631,10257.0846762106,4866.92241455154,10.2570846762106,4.86692241455154
0.478957915831663,10244.3592066438,4857.88608300649,10.2443592066438,4.85788608300649
0.480961923847695,10231.5644538867,4848.80617627358,10.2315644538867,4.84880617627358
0.482965931863727,10218.7001576924,4839.68260500103,10.2187001576924,4.83968260500103
0.48496993987976,10205.766055084,4830.51527898594,10.205766055084,4.83051527898594
0.486973947895792,10192.7618803189,4821.30410716435,10.1927618803189,4.82130410716435
0.488977955911824,10179.6873648534,4812.04899760128,10.1796873648534,4.81204899760128
0.490981963927856,10166.5422373059,4802.74985748057,10.1665422373059,4.80274985748057
0.492985971943888,10153.3262234201,4793.40659309451,10.1533262234201,4.79340659309451
0.49498997995992,10140.039046027,4784.01910983337,10.140039046027,4.78401910983337
